7.342518500268485626e-03 2.686940966927186050e-02 4.638108529648710815e-02 6.546500374923411303e-02 8.434750164226675895e-02 1.027339231692815658e-01 1.207248476802967180e-01 1.381674936833655609e-01 1.551185435741691543e-01 1.717467947296359987e-01 1.879747452856514456e-01 2.037351476217144630e-01 2.192505935951591101e-01 2.344393641819192686e-01 2.493471672072120893e-01 2.641334891616128888e-01 2.783868346561420570e-01 2.923732708083021659e-01 3.058595688060365969e-01 3.190661139787366873e-01 3.320342566344719470e-01 3.447118987376742716e-01 3.568729099067436406e-01 3.688710780367142616e-01 3.807280057176474775e-01 3.923614178590665857e-01 4.035363799469592894e-01 4.147113957043881416e-01 4.253426460281861665e-01 4.360437451383911145e-01 4.462982787128784712e-01 4.563517944252605818e-01 4.660706466432233408e-01 4.756233999872742646e-01 4.850865206244266981e-01 4.942585408926966628e-01 5.033694751034455406e-01 5.121551208950132494e-01 5.209543575183549491e-01 5.295062450709301372e-01 5.376440579125416619e-01 5.456263633843079219e-01 5.534086603383517877e-01 5.608983262587055041e-01 5.684204317798822181e-01 5.757218023215335823e-01 5.827003482324453199e-01 5.895971613124224575e-01 5.963624355490038109e-01 6.032299233869993227e-01 6.097722517814948562e-01 6.162228433848352394e-01 6.225719593729446277e-01 6.284267186990215581e-01 6.344163872675211424e-01 6.402208017761705783e-01 6.459075322480375414e-01 6.516152094206003609e-01 6.567567003780944157e-01 6.621193419334471253e-01 6.673656251726199917e-01 6.725260526864423882e-01 6.772989765790154992e-01 6.821506305215545574e-01 6.871340460562721519e-01 6.918950253983793264e-01 6.963617362944291012e-01 7.006158972409667340e-01 7.048962088923016456e-01 7.091091774971667316e-01 7.131654567825362889e-01 7.171895860822835589e-01 7.212334744184727420e-01 7.252133202518253885e-01 7.289849234083977114e-01 7.326823223246062833e-01 7.362330927633214950e-01 7.398688339883685572e-01 7.433074521704442494e-01 7.465531399978243554e-01 7.497443389895664945e-01 7.529633359858469710e-01 7.561239766965164311e-01 7.590620748561969222e-01 7.619529107843737714e-01 7.647998434640524978e-01 7.676830871044507676e-01 7.706522516304771253e-01 7.734139391525540752e-01 7.760812606078119069e-01 7.787155187461621830e-01 7.812295939096898234e-01 7.837626368843141345e-01 7.862280183012207990e-01 7.885118114802892597e-01 7.906929275072785979e-01 7.930634546909982596e-01 7.953346773671352565e-01 7.975219757911338192e-01 7.995294054727692945e-01 8.017389736469839878e-01
7.814358250156885205e-03 2.737441100270285657e-02 4.687160131710178812e-02 6.591838675570776962e-02 8.479861183841365391e-02 1.031671431904959552e-01 1.211309059788447107e-01 1.385503840178730905e-01 1.554606314330273520e-01 1.721023423515013473e-01 1.883480424270242148e-01 2.041179029777767384e-01 2.196773780902519513e-01 2.348910186121890287e-01 2.497840164575596822e-01 2.646315714542569197e-01 2.788386790186066500e-01 2.928038956901213852e-01 3.062420382490102511e-01 3.193966201916093595e-01 3.323657766300012195e-01 3.450624376140279392e-01 3.571753470086500570e-01 3.691657947663247730e-01 3.810765797468942950e-01 3.927692290599434366e-01 4.039296697827985394e-01 4.151219699771860894e-01 4.256994613482291134e-01 4.363732731682970489e-01 4.465638482044036461e-01 4.565970679515963249e-01 4.662956966439969486e-01 4.758423619442206931e-01 4.853133597233195151e-01 4.944870336744238148e-01 5.036280857669098721e-01 5.124072516199026373e-01 5.212873757091777138e-01 5.298493561226433890e-01 5.379625394575107133e-01 5.459195047312258575e-01 5.536579331661543035e-01 5.610948939620213904e-01 5.686148219447675345e-01 5.759319664311663978e-01 5.828977947430948880e-01 5.898003013795229954e-01 5.965486290802466396e-01 6.034667798654745896e-01 6.099927314165397574e-01 6.164610643410965984e-01 6.228204145842892725e-01 6.286076013893068248e-01 6.345699829372963841e-01 6.403536458740335391e-01 6.460299479488752494e-01 6.517811479284405518e-01 6.568624796472725125e-01 6.622530789140096408e-01 6.675396617370795704e-01 6.727507287579901352e-01 6.774650319346309235e-01 6.822786350216195617e-01 6.873341022545812473e-01 6.920967238174166036e-01 6.965367341608643681e-01 7.007311504012024850e-01 7.050167901057959874e-01 7.092211199519953269e-01 7.132654613101080399e-01 7.172665793102278586e-01 7.213377949704498082e-01 7.253419413139113869e-01 7.291109209259546420e-01 7.328166280897904228e-01 7.363216211960750268e-01 7.399814745347584877e-01 7.434254541583209530e-01 7.466325569383320815e-01 7.498058112765033645e-01 7.530342523239333952e-01 7.561995875340593587e-01 7.591017878971235699e-01 7.619520989309107595e-01 7.647639821041570807e-01 7.676540929167672278e-01 7.706892858640752575e-01 7.734689053903305300e-01 7.761289464613041478e-01 7.787479888484645230e-01 7.812193060659439192e-01 7.837552979276575238e-01 7.862318352392850818e-01 7.885000120230399867e-01 7.906402883678910198e-01 7.930428312399476765e-01 7.953227144168424356e-01 7.975191991026814309e-01 7.994867439535137121e-01 8.017289521189884249e-01
9.054943996705209011e-03 2.855281163746069620e-02 4.800602849521583282e-02 6.703337947815646292e-02 8.588212862331738584e-02 1.042346207443261286e-01 1.221824799133389150e-01 1.396004917456903360e-01 1.565129897374388512e-01 1.731220523060908456e-01 1.893224978330467489e-01 2.050494397137707647e-01 2.205479731947121991e-01 2.357067033344696361e-01 2.505692028639004421e-01 2.653590083709831959e-01 2.795675224796547176e-01 2.935254140303945602e-01 3.069682987181923672e-01 3.201294972264158156e-01 3.330883333594086837e-01 3.457642985156750837e-01 3.578837663159180060e-01 3.698491080039675305e-01 3.816956960803659094e-01 3.933228882948181515e-01 4.044660809569639581e-01 4.156195345272689079e-01 4.262124480270714777e-01 4.368770244804223712e-01 4.470859356472923762e-01 4.571193896609750951e-01 4.668205113782171733e-01 4.763620902975168603e-01 4.858113824627403599e-01 4.949659536359606871e-01 5.040636763609782633e-01 5.128313956398442564e-01 5.216548999892938188e-01 5.301923964728334493e-01 5.383017018394515851e-01 5.462518209477685849e-01 5.540048639933596863e-01 5.614593616536427412e-01 5.689731056463552816e-01 5.762803864883753180e-01 5.832441957323944992e-01 5.901248123011927360e-01 5.968691832511732187e-01 6.037432652607856998e-01 6.102684216145861651e-01 6.167170711661037474e-01 6.230609238936243299e-01 6.288712015004288558e-01 6.348403793532368944e-01 6.406244296964237472e-01 6.462975242858438607e-01 6.520244060312199164e-01 6.571359923665150982e-01 6.625083116172743036e-01 6.677571060422698990e-01 6.729378591169132839e-01 6.776691698510577400e-01 6.824879784379750403e-01 6.874898363966454040e-01 6.922492828817989885e-01 6.966985895744842727e-01 7.009156262713250873e-01 7.051941275678738075e-01 7.093962239453567298e-01 7.134393589734540075e-01 7.174538411845037267e-01 7.215062822144779897e-01 7.254893482671743721e-01 7.292487068462535360e-01 7.329378602763728656e-01 7.364584055780907246e-01 7.400944804779687747e-01 7.435243400710630501e-01 7.467509310260762589e-01 7.499308001936516588e-01 7.531524595260283839e-01 7.563131583799579394e-01 7.592316966263995548e-01 7.621002719211044107e-01 7.649115330756470765e-01 7.677911058582038706e-01 7.707880440646491804e-01 7.735489716558842099e-01 7.762134492188579316e-01 7.788357440337854154e-01 7.813220942079318609e-01 7.838508305629042772e-01 7.863255452150373914e-01 7.886010939872734049e-01 7.907547903100173858e-01 7.931338898745521337e-01 7.954095802403178261e-01 7.975978168755939457e-01 7.995792352066420916e-01 8.018036547816386195e-01
1.059990554864597909e-02 3.003195093086339848e-02 4.959180331065004416e-02 6.865861932706746051e-02 8.747814447023594120e-02 1.057711417312282715e-01 1.237597988639790869e-01 1.410236405634669177e-01 1.578823833482502770e-01 1.743899428920721584e-01 1.905625557303778639e-01 2.062744002749860861e-01 2.216942184921406045e-01 2.368655646274203108e-01 2.518220221727504593e-01 2.664555158955335123e-01 2.807115676103393853e-01 2.946399366099641259e-01 3.081048496791844449e-01 3.213277446431448969e-01 3.341316461885378009e-01 3.466266769044825113e-01 3.587486375860338139e-01 3.707497576877084589e-01 3.825700174551817656e-01 3.941573442943747674e-01 4.053013376051053940e-01 4.165069641033464776e-01 4.270726134997107071e-01 4.378614050967095661e-01 4.481589893934364022e-01 4.581429066344271384e-01 4.677527819990251468e-01 4.771935056902663619e-01 4.866345413580994150e-01 4.957791118494046523e-01 5.049193714385465936e-01 5.136480054297554165e-01 5.222704089381180470e-01 5.308252430819806467e-01 5.389619456314966861e-01 5.469958807269584833e-01 5.547606801322291226e-01 5.622494587592287152e-01 5.697173859836596188e-01 5.768684496663792904e-01 5.837812351395578192e-01 5.906785010994038965e-01 5.974287989838783508e-01 6.042533792947208937e-01 6.107661346704151839e-01 6.171434451262386434e-01 6.234462737661670140e-01 6.293479994417282564e-01 6.353407274057912835e-01 6.411668031112529587e-01 6.468473745603521285e-01 6.524146374116721603e-01 6.575112845530578509e-01 6.627659453995249361e-01 6.679988632730290421e-01 6.729986565099028706e-01 6.778475855145345008e-01 6.827911688492491749e-01 6.877175707233487145e-01 6.924186757240062828e-01 6.968690066412004391e-01 7.011870345799803284e-01 7.054069417056897384e-01 7.096218449097581038e-01 7.136763299581455611e-01 7.176559136562943308e-01 7.216322638425212155e-01 7.255899241167248492e-01 7.293766402183883280e-01 7.330891183888346152e-01 7.367075309911580439e-01 7.403387291587142371e-01 7.437932118894998723e-01 7.470215673203229878e-01 7.501888715868536561e-01 7.533546599136686783e-01 7.564777939868569945e-01 7.594213025387633875e-01 7.623403208453223279e-01 7.653572912348172164e-01 7.682304229143788188e-01 7.710775206718801789e-01 7.738264702041900422e-01 7.764274347921480413e-01 7.790734925133279143e-01 7.816738283073695337e-01 7.842144915842341746e-01 7.865858371383807057e-01 7.888481976293919562e-01 7.911051038468781549e-01 7.934516500182935417e-01 7.956678041050979644e-01 7.978211960992379614e-01 7.998911372596464453e-01 8.020206660702154933e-01
1.276369273252460357e-02 3.221294014335026462e-02 5.165703929102654496e-02 7.064724599728104681e-02 8.939236742822329052e-02 1.076302818037088160e-01 1.254728241179062231e-01 1.427544385114840608e-01 1.595617355659492975e-01 1.760691273834433801e-01 1.922189143060926975e-01 2.079285194672707282e-01 2.233945744664203592e-01 2.385427713013147100e-01 2.533875859909088257e-01 2.680707095316493538e-01 2.822171175204607474e-01 2.960835965854822782e-01 3.094775407087906882e-01 3.225813036154721036e-01 3.354292427169201507e-01 3.479945472638499848e-01 3.600880461159368662e-01 3.720400804746046841e-01 3.838724318531785973e-01 3.954756903036845683e-01 4.066158215508272611e-01 4.177311180588240136e-01 4.283050099416287892e-01 4.389184541357790681e-01 4.490904916926967139e-01 4.590568842867995825e-01 4.687008176482323485e-01 4.781733579855640404e-01 4.875635444556222775e-01 4.966815568312257234e-01 5.057511521211428551e-01 5.144898472916165089e-01 5.232299929834047791e-01 5.317244558457742132e-01 5.398276564599800986e-01 5.477742870914353857e-01 5.554950607111333039e-01 5.629398413152357783e-01 5.703838987932721150e-01 5.776086865904686007e-01 5.845453843246601888e-01 5.914231160592530179e-01 5.981564229798254084e-01 6.049818858868787341e-01 6.114800364460351023e-01 6.178909137618011638e-01 6.241923215882219100e-01 6.300393521357972038e-01 6.359748231769957183e-01 6.417345688619569000e-01 6.473728469400463759e-01 6.530090645172088593e-01 6.581236898122868606e-01 6.634325348058981442e-01 6.686580631351983772e-01 6.737797587230589524e-01 6.785547754499502426e-01 6.833883971281734526e-01 6.883482184574412077e-01 6.930547650163367823e-01 6.974900727282117296e-01 7.017294852022287754e-01 7.059772021283521326e-01 7.101538841730953289e-01 7.141869258505397777e-01 7.181589746385675932e-01 7.221617207735404609e-01 7.261072095678332561e-01 7.298697184974071162e-01 7.335590648217211740e-01 7.370947422467224452e-01 7.407138184148865934e-01 7.441456594908012478e-01 7.473684547014977086e-01 7.505388857383636925e-01 7.537229490260000109e-01 7.568477660159869114e-01 7.597673035595871038e-01 7.626356163623060347e-01 7.654926373869547218e-01 7.683629586921152388e-01 7.713057551806891121e-01 7.740659868679704569e-01 7.767138311184734745e-01 7.793312844579369791e-01 7.818323596535694531e-01 7.843449502304750132e-01 7.867708826452892712e-01 7.890361035992263794e-01 7.912197004080765428e-01 7.935730099475782895e-01 7.958158568742880190e-01 7.979913444327000338e-01 8.000046341224212876e-01 8.021880517833167579e-01
1.545240830266008357e-02 3.489234544238584840e-02 5.435043748029846911e-02 7.337352399929789049e-02 9.198421777274641553e-02 1.101072138710662146e-01 1.277820650074733000e-01 1.449786078428147718e-01 1.617175122510282892e-01 1.781227776599306756e-01 1.942293319647054595e-01 2.099814703311283226e-01 2.254524168734128864e-01 2.406093787478134904e-01 2.554315932283931501e-01 2.699642449428639179e-01 2.840579901023075338e-01 2.978237020003185465e-01 3.112205873331950201e-01 3.242742160321462896e-01 3.370418493972443530e-01 3.495211901228011953e-01 3.616873386362512433e-01 3.736524886308326132e-01 3.854550934702816178e-01 3.970057737807975995e-01 4.082226019637736902e-01 4.192285172176544727e-01 4.299196554280720339e-01 4.403918519849931990e-01 4.505452735420967247e-01 4.604685802840547959e-01 4.701301896839659711e-01 4.795753254305745727e-01 4.888598901032160104e-01 4.979405908430860617e-01 5.069041327187177037e-01 5.156613104405710635e-01 5.242875535723188207e-01 5.326870760172097707e-01 5.408338529078060564e-01 5.487810536516286586e-01 5.565186001549730088e-01 5.640309611690402791e-01 5.713796248594198435e-01 5.785446757749654889e-01 5.855148370372091904e-01 5.924004279728043443e-01 5.991638525962373896e-01 6.058671741579602088e-01 6.123679703536007990e-01 6.187526771874798381e-01 6.249998069196632811e-01 6.309986061031603866e-01 6.369010124968016440e-01 6.426247368728835729e-01 6.482136676917321649e-01 6.537201621819416220e-01 6.589775330269346254e-01 6.642123772792996039e-01 6.693588847563307631e-01 6.744382226753198317e-01 6.793400586304778610e-01 6.841875595703688084e-01 6.890219029655753058e-01 6.936665106994668317e-01 6.981306639432882655e-01 7.024547912209151423e-01 7.066901167908756776e-01 7.108261869403522670e-01 7.148640773693358819e-01 7.188144722702420886e-01 7.227358260760278208e-01 7.265908736248620770e-01 7.303626515518958362e-01 7.340398903878739834e-01 7.376186958067019184e-01 7.411811628734101820e-01 7.446074851079800272e-01 7.478964864580129879e-01 7.510990507016156448e-01 7.542382126483279103e-01 7.573133393109106049e-01 7.602851387570379593e-01 7.631866763334166359e-01 7.660505995736378582e-01 7.689081988890124064e-01 7.717578189140705813e-01 7.745148554513650030e-01 7.772018920458891866e-01 7.798239052415860684e-01 7.823422529727394048e-01 7.848118904707122034e-01 7.871989829874873612e-01 7.894858666402494451e-01 7.917310621418475192e-01 7.940100772040085131e-01 7.962195324112335548e-01 7.983908738064040556e-01 8.004814846820061947e-01 8.026043465702682456e-01
1.869735071406780635e-02 3.804757075726745985e-02 5.731580351412733643e-02 7.618153795989093813e-02 9.476368498059464796e-02 1.128693384299188779e-01 1.305059559762027921e-01 1.477270229780657806e-01 1.644318437722721016e-01 1.808417822981323586e-01 1.968808649938726951e-01 2.125139676315809523e-01 2.279182559625481663e-01 2.429614270630338912e-01 2.576513254526153762e-01 2.722504529995644074e-01 2.862638065836553003e-01 3.000165365170506249e-01 3.133205604674197398e-01 3.262922526643908250e-01 3.391070260695862038e-01 3.516499646591313422e-01 3.637027353824126008e-01 3.755647231074962233e-01 3.873136580841908816e-01 3.988316931425942569e-01 4.099346866062751893e-01 4.208995837525992267e-01 4.314790033508246192e-01 4.418990809159894506e-01 4.519587365965137549e-01 4.618723259277249249e-01 4.715145905253805836e-01 4.809701573050052525e-01 4.902572733135296401e-01 4.993053948791280616e-01 5.082425307594403696e-01 5.169550662756530190e-01 5.256868962653118427e-01 5.340743419374937018e-01 5.421327812166318871e-01 5.499863305870468233e-01 5.576648148656899728e-01 5.650800806520787090e-01 5.724602043376809668e-01 5.796954842642543237e-01 5.866316589005319271e-01 5.934582787092068656e-01 6.001604269359313015e-01 6.069081645494567301e-01 6.133747592967275786e-01 6.197691257897262052e-01 6.260271793241174443e-01 6.318624166469409831e-01 6.377365865297376368e-01 6.434237585602209375e-01 6.490017891088076807e-01 6.546260857563583890e-01 6.597868269579866274e-01 6.650893951655810765e-01 6.702493839602114978e-01 6.754107713370521848e-01 6.801544376195948205e-01 6.849004384722064964e-01 6.898040245075953703e-01 6.944850508332524042e-01 6.989077281995285107e-01 7.031103542503327475e-01 7.073564714803509679e-01 7.114829378260942860e-01 7.154876323356519352e-01 7.194473302044473995e-01 7.234264086867890908e-01 7.273174275569685987e-01 7.310450304901376928e-01 7.346912134595776633e-01 7.381762298713843151e-01 7.417463479370521862e-01 7.451392863336728789e-01 7.483748793432657420e-01 7.515483515524843394e-01 7.547215283403250208e-01 7.578244987983021597e-01 7.607396560650717676e-01 7.635824840734336538e-01 7.663168975107919056e-01 7.691656054526938568e-01 7.721208149718487013e-01 7.748655584813457509e-01 7.775490883437102818e-01 7.801409486131082316e-01 7.825776013066720882e-01 7.850484020210057867e-01 7.874966979975399628e-01 7.897662741408826292e-01 7.919122363741889492e-01 7.942310540165135047e-01 7.964762023183461492e-01 7.986534569601286826e-01 8.006448902743464879e-01 8.028348653946950630e-01
2.237877193857458480e-02 4.169146105062458696e-02 6.087609213882889947e-02 7.963238687872777055e-02 9.814766392779625259e-02 1.161696551140741496e-01 1.337197109595396061e-01 1.508504086909089603e-01 1.674505194410592368e-01 1.838148874075760664e-01 1.998146202372420854e-01 2.153981376983285512e-01 2.307901700844834092e-01 2.458047124682781193e-01 2.604285065486722783e-01 2.750401282518294965e-01 2.889556414876363610e-01 3.026376471832273873e-01 3.158414311068946101e-01 3.287133424350738853e-01 3.414798039614541647e-01 3.539941472388028476e-01 3.659480646603516241e-01 3.777587047206720783e-01 3.895224954571979703e-01 4.010624350535231808e-01 4.121059932570757534e-01 4.230549242492934736e-01 4.335321591073328928e-01 4.438939416908843083e-01 4.538513625246983763e-01 4.637065311012965041e-01 4.732877649944817744e-01 4.826995773692250857e-01 4.919646323713816050e-01 5.009822414577181915e-01 5.099242470309859332e-01 5.185956785127788793e-01 5.273799051282612727e-01 5.357514432881195221e-01 5.437529401217658931e-01 5.515530476496698364e-01 5.591557831374506238e-01 5.664855987588410802e-01 5.738382354616435865e-01 5.810608377950268189e-01 5.879547838954096717e-01 5.947626140367029413e-01 6.014208772113005530e-01 6.082011915200428165e-01 6.146258074299330021e-01 6.210142833041525368e-01 6.272609474774645255e-01 6.329992988166045498e-01 6.388244876929047855e-01 6.444711283416348913e-01 6.500194836552386501e-01 6.556694243074776551e-01 6.607405268342493310e-01 6.660524791999671290e-01 6.712392464486017785e-01 6.764316283767840554e-01 6.810938810593298864e-01 6.857850925363077055e-01 6.907503235110218354e-01 6.954162436210054032e-01 6.997928327397687776e-01 7.039158653727084491e-01 7.081505655368492969e-01 7.122544832565012030e-01 7.162317635267837490e-01 7.201517556103638196e-01 7.241460891779361031e-01 7.280514674197723357e-01 7.317630661665900371e-01 7.354059779946380271e-01 7.388305392046427000e-01 7.424154058237536491e-01 7.458026313456215250e-01 7.489823425116370892e-01 7.521231741532130588e-01 7.552946370638121687e-01 7.583918358601816623e-01 7.612564861507958858e-01 7.640456664489271299e-01 7.667389058705548210e-01 7.695847614523397828e-01 7.725986153685994173e-01 7.753522484341214271e-01 7.780144473590699938e-01 7.805810030984328129e-01 7.829658298500613567e-01 7.854327120529333017e-01 7.878819925067109819e-01 7.901251406451380577e-01 7.922203784942253302e-01 7.945668043368050437e-01 7.968122611663798205e-01 7.989903611272194395e-01 8.009315824073333090e-01 8.031477100271063874e-01
2.660016987359135887e-02 4.583868328679947118e-02 6.496027927452548145e-02 8.366325399702105592e-02 1.020595570772200311e-01 1.199725128393366314e-01 1.373949032044381735e-01 1.544316388690869235e-01 1.709467814804113417e-01 1.872120072969377935e-01 2.031367403442339015e-01 2.186805331043446265e-01 2.340176616240030594e-01 2.489807977742626577e-01 2.635436741414444728e-01 2.780419506024239262e-01 2.918884435699177771e-01 3.054826464954933374e-01 3.186417602042426744e-01 3.314495816940066786e-01 3.441388013302391635e-01 3.565739899326718643e-01 3.685149613654777889e-01 3.802885218043111082e-01 3.919965681611254360e-01 4.034724703838081239e-01 4.145067845219203573e-01 4.253730256375481966e-01 4.358602448748561398e-01 4.461305073195697690e-01 4.560470283413444181e-01 4.658506541356265962e-01 4.754050735616695000e-01 4.847725911624474193e-01 4.939628199181949064e-01 5.029333869766948739e-01 5.118007796514569829e-01 5.204484939504407937e-01 5.291539466993804286e-01 5.374579582631722197e-01 5.454485481057924634e-01 5.532216811400169076e-01 5.608051391854910195e-01 5.681367985695454648e-01 5.754258354315771040e-01 5.825986522545563151e-01 5.894813397548415157e-01 5.962675666494289262e-01 6.029142382130824318e-01 6.096207518669736203e-01 6.160238723091554514e-01 6.223785765707749995e-01 6.285812481494257309e-01 6.343605377282864888e-01 6.401528006924199765e-01 6.457657724703625979e-01 6.512752642446887341e-01 6.568527868162702399e-01 6.619634822221902581e-01 6.672265158218618764e-01 6.723623971056164050e-01 6.775178916822438557e-01 6.822148906083396191e-01 6.868959244194937641e-01 6.917918505954802066e-01 6.964167688486482266e-01 7.007898074230943797e-01 7.049331233768110216e-01 7.091475973979728398e-01 7.132211928395923994e-01 7.171864756133086161e-01 7.210847195550345035e-01 7.250319919622845166e-01 7.288871817988655799e-01 7.325891397958638196e-01 7.362139350823619921e-01 7.396445694832186613e-01 7.431936137101409212e-01 7.465663157549359275e-01 7.497617784946034591e-01 7.529044899338059871e-01 7.560467088803040081e-01 7.591132172302678116e-01 7.619892057313086831e-01 7.647827104409530286e-01 7.674700999246857336e-01 7.703005231369036698e-01 7.732649341027607592e-01 7.760068096319078235e-01 7.786750167507979770e-01 7.812346417577109570e-01 7.836190717738055200e-01 7.860602046106911489e-01 7.884851614351739979e-01 7.907292470998225076e-01 7.928423798034874848e-01 7.951502654077182708e-01 7.973743306921785567e-01 7.995426778396059753e-01 8.015084604321927042e-01 8.036918809871239633e-01
3.142007459124983304e-02 5.063253067302238286e-02 6.963551611881238501e-02 8.824304993258146046e-02 1.064845356576653440e-01 1.242574564410470622e-01 1.414564340489701810e-01 1.584113056548441811e-01 1.748030181202545053e-01 1.909865429316714158e-01 2.068459570534851022e-01 2.223739826819462195e-01 2.377242091092481302e-01 2.526517377804445297e-01 2.670926727589042482e-01 2.815440037368105441e-01 2.952428510626834424e-01 3.087086035486849012e-01 3.217704103964092455e-01 3.344258537244447771e-01 3.470736256983547041e-01 3.594898557414024642e-01 3.713950065801052691e-01 3.831117672917226380e-01 3.948095239639178855e-01 4.062699638121871071e-01 4.173033763457991707e-01 4.280445694783213684e-01 4.385401332566193910e-01 4.485991003343757222e-01 4.583755404167769720e-01 4.681145421877250801e-01 4.776648184711649869e-01 4.870129393623766068e-01 4.961037855974750332e-01 5.050192379527583819e-01 5.137861418232417821e-01 5.224240935345496606e-01 5.311648878738257640e-01 5.393718972930476863e-01 5.473308676517395499e-01 5.550196605941977168e-01 5.625445912013891103e-01 5.698378576966721676e-01 5.770487919437665703e-01 5.842285118385045495e-01 5.911183432285865846e-01 5.978820816728827037e-01 6.045079152303668435e-01 6.111652325884149306e-01 6.175370692191767263e-01 6.238926683516162752e-01 6.300586114418037509e-01 6.358290111081341678e-01 6.415436860778795936e-01 6.470756492881163391e-01 6.525177363871679237e-01 6.580836529123927914e-01 6.632308679148747332e-01 6.684926639458943498e-01 6.735933896016026434e-01 6.788146971028812260e-01 6.834863234427563938e-01 6.880770690302856485e-01 6.929566747125081028e-01 6.975453951830552501e-01 7.018992866087042648e-01 7.059956170268494313e-01 7.102133730671361667e-01 7.142305240464668081e-01 7.181694977613531927e-01 7.220325963933378333e-01 7.259611611769586359e-01 7.297686438246031582e-01 7.334496746772110054e-01 7.370495709519557792e-01 7.404196691791404827e-01 7.439374446361937121e-01 7.472878578758942458e-01 7.504846994137746030e-01 7.536280575774486623e-01 7.567571941766565446e-01 7.597962023582293112e-01 7.626578698163491987e-01 7.654098759784314643e-01 7.679794999252842480e-01 7.707984722376172160e-01 7.738016753051718544e-01 7.765505582740708235e-01 7.792556445008000932e-01 7.817864000639761501e-01 7.840921683495349903e-01 7.864914612598213894e-01 7.889309599451087562e-01 7.911739821913721382e-01 7.932465235823294991e-01 7.955332569927725528e-01 7.977566584120614479e-01 7.999355156848111381e-01 8.018790269660504011e-01 8.040771257199986755e-01
